price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,renovated,basement
221900.0,-0.3322203463348644,-1.0379784553498654,-1.0800686150559895,-0.298310526405393,-0.8609131299343229,0,0,3,7,1955,98178,0,0
538000.0,-0.3322203463348644,0.5893466189865266,0.990507976245378,0.03696595610068189,1.0025943774868218,0,0,3,7,1951,98125,1,1
180000.0,-1.5680059285886516,-1.0379784553498654,-2.215597624783292,0.4727892622757249,-0.8609131299343229,0,0,3,6,1933,98028,0,0
604000.0,0.9035652359189228,2.2166716933229185,0.2697313315255539,-0.46337816237559526,-0.8609131299343229,0,0,5,7,1965,98136,0,1
510000.0,-0.3322203463348644,0.5893466189865266,-0.14032042958622998,0.1848496244185757,-0.8609131299343229,0,0,3,8,1987,98074,0,0
291850.0,-0.3322203463348644,-1.0379784553498654,-1.3653493458457584,0.43318167684780345,-0.8609131299343229,0,0,3,7,1963,98198,0,0
229500.0,-0.3322203463348644,-1.0379784553498654,0.013483737195643955,0.07883142530576821,-0.8609131299343229,0,0,3,7,1960,98146,0,1
323000.0,-0.3322203463348644,0.5893466189865266,0.17299081402368607,-0.09661798492287042,1.0025943774868218,0,0,3,7,2003,98038,0,0
662500.0,-0.3322203463348644,0.5893466189865266,1.8573044872356574,0.444952023407575,-0.8609131299343229,0,0,3,8,1965,98007,0,1
468000.0,-1.5680059285886516,-1.0379784553498654,-1.1255410223917461,-0.21713392007148438,-0.8609131299343229,0,0,4,7,1942,98115,0,1
310000.0,-0.3322203463348644,-1.0379784553498654,-0.5689093462193001,1.4022545952314047,0.07084062377624943,0,0,4,7,1927,98028,0,0
400000.0,-0.3322203463348644,-1.0379784553498654,-0.6829298455756654,0.4288633061810321,-0.8609131299343229,0,0,4,7,1977,98074,0,0
530000.0,2.13935081817271,0.5893466189865266,0.05794278411824191,-0.5045164929172343,0.07084062377624943,0,0,3,7,1900,98107,0,0
650000.0,0.9035652359189228,2.2166716933229185,1.3573298363581958,-0.46337816237559526,1.0025943774868218,0,1,3,9,1979,98126,0,1
395000.0,-0.3322203463348644,0.5893466189865266,0.17299081402368607,0.931083411592384,1.0025943774868218,0,0,3,7,1994,98019,0,0
485000.0,0.9035652359189228,-1.0379784553498654,-0.27010573293376033,-0.6670801757737223,0.07084062377624943,0,0,4,7,1916,98103,0,0
230000.0,-0.3322203463348644,-1.0379784553498654,-0.9267710802254369,0.44191540585637296,-0.8609131299343229,0,0,4,7,1969,98003,0,0
385000.0,0.9035652359189228,-1.0379784553498654,-0.23706094708810016,-0.468791412511954,-0.8609131299343229,0,0,4,7,1947,98133,0,1
285000.0,2.13935081817271,0.5893466189865266,0.6603238174732442,-0.15123772425645682,1.0025943774868218,0,0,3,8,1995,98092,0,0
252700.0,-1.5680059285886516,-1.0379784553498654,-1.340371969351873,0.42369098171676156,-0.8609131299343229,0,0,3,7,1985,98030,0,0
329000.0,-0.3322203463348644,0.5893466189865266,0.8633090328997235,-0.10902791083356242,1.0025943774868218,0,0,4,8,1985,98030,0,0
233000.0,-0.3322203463348644,0.5893466189865266,-0.0932382969049075,-0.5478096993629742,0.07084062377624943,0,0,5,6,1941,98002,0,0
937000.0,-0.3322203463348644,-1.0379784553498654,0.8633090328997235,-1.300111222994282,1.0025943774868218,0,0,3,8,1915,98119,0,1
667000.0,-0.3322203463348644,-1.0379784553498654,-0.6253087250370263,-2.0184371905622562,0.07084062377624943,0,0,5,8,1909,98112,0,0
438000.0,-0.3322203463348644,-1.0379784553498654,-0.4065495405148212,-0.13419517508499765,-0.8609131299343229,0,0,3,7,1948,98115,0,1
719000.0,0.9035652359189228,0.5893466189865266,0.990507976245378,0.024036036610786633,1.0025943774868218,0,0,3,8,2005,98052,0,0
580500.0,-0.3322203463348644,0.5893466189865266,0.7182797276482695,-0.771526717432449,1.0025943774868218,0,0,3,8,2003,98027,0,0
280000.0,-1.5680059285886516,-1.0379784553498654,-1.0576206248563649,-2.319602234948692,2.8661018849079665,0,0,3,7,2005,98133,0,0
687500.0,0.9035652359189228,-1.0379784553498654,0.7297209111027141,-0.46337816237559526,0.07084062377624943,0,0,4,7,1929,98117,0,1
535000.0,-0.3322203463348644,-1.0379784553498654,-1.29110998646877,-1.1533013447228044,0.07084062377624943,0,0,4,8,1929,98117,0,0
322500.0,0.9035652359189228,0.5893466189865266,0.40210048262589904,-0.076387664030385,-0.8609131299343229,0,0,3,7,1981,98058,0,1
696000.0,-0.3322203463348644,0.5893466189865266,0.6952486655757002,-1.1265558350862819,0.07084062377624943,0,0,3,8,1930,98115,1,1
550000.0,0.9035652359189228,-1.0379784553498654,-0.17217794870726272,2.158897810954185,-0.8609131299343229,0,0,1,5,1933,98052,0,1
640000.0,0.9035652359189228,0.5893466189865266,0.7637521349840262,-0.21713392007148438,1.0025943774868218,0,0,4,8,1904,98107,0,0
240000.0,0.9035652359189228,-1.0379784553498654,-0.9913913685124961,0.18401359585521154,-0.8609131299343229,0,0,2,7,1969,98001,0,1
605000.0,0.9035652359189228,0.5893466189865266,1.0417633394954557,0.09375537937459583,1.0025943774868218,0,0,3,8,1996,98056,0,0
625000.0,0.9035652359189228,0.5893466189865266,0.990507976245378,-0.32974946305139663,1.0025943774868218,0,0,3,9,2000,98074,0,0
685000.0,-0.3322203463348644,-1.0379784553498654,-0.32045558410921937,-1.5239568739893325,1.0025943774868218,0,0,3,7,1922,98119,0,0
309000.0,-0.3322203463348644,-1.0379784553498654,-0.8636834343079299,0.4255105429342822,-0.8609131299343229,0,0,4,6,1959,98058,0,1
488000.0,-0.3322203463348644,0.5893466189865266,1.5402545626837099,0.8883772532662567,1.0025943774868218,0,0,3,8,2003,98019,0,0
210490.0,-0.3322203463348644,-1.0379784553498654,-1.5470833890701101,0.25773226661916243,-0.8609131299343229,0,0,3,6,1966,98023,0,0
785000.0,0.9035652359189228,0.5893466189865266,0.6836579236973986,0.8696817427237464,1.0025943774868218,0,0,4,9,1981,98007,0,0
450000.0,-0.3322203463348644,-1.0379784553498654,-0.9267710802254369,-0.22548843166221447,-0.8609131299343229,0,0,4,7,1953,98115,0,0
228000.0,-0.3322203463348644,-1.0379784553498654,-1.0576206248563649,0.3600269065231238,-0.8609131299343229,0,0,3,7,1955,98148,0,0
345000.0,2.13935081817271,0.5893466189865266,1.5318232686129032,0.35044968136362725,-0.8609131299343229,0,0,4,8,1966,98056,0,1
600000.0,-0.3322203463348644,-1.0379784553498654,-0.6063757550588867,-0.7380112482526815,-0.8609131299343229,0,0,4,7,1950,98117,0,1
585000.0,-1.5680059285886516,-1.0379784553498654,0.29673736096990555,0.2612119839933175,-0.8609131299343229,0,0,3,7,1981,98117,0,1
920000.0,2.13935081817271,0.5893466189865266,1.151164856874496,-0.21713392007148438,0.07084062377624943,0,0,3,8,1927,98105,0,1
885000.0,0.9035652359189228,0.5893466189865266,1.2468611855298384,-0.46337816237559526,1.0025943774868218,0,0,3,9,1995,98105,0,0
292500.0,0.9035652359189228,0.5893466189865266,0.6367832120503253,-0.6071800124527102,1.0025943774868218,0,0,3,7,2008,98042,0,0
301000.0,-0.3322203463348644,0.5893466189865266,0.830535669027909,-0.532655096128518,1.0025943774868218,0,0,3,8,2003,98042,0,0
951000.0,2.13935081817271,2.2166716933229185,1.614957254901133,0.9598268287719391,1.0025943774868218,0,1,4,8,1968,98008,0,0
430000.0,0.9035652359189228,2.2166716933229185,0.11608872877861522,0.4695439164587386,1.0025943774868218,0,0,3,8,1991,98059,0,0
650000.0,-0.3322203463348644,0.5893466189865266,0.515850066796685,1.489882845531253,-0.8609131299343229,0,1,4,8,1959,98166,0,1
289000.0,-0.3322203463348644,-1.0379784553498654,-0.9055751828012798,0.2373068625771435,-0.8609131299343229,0,0,3,7,1954,98148,0,0
505000.0,-0.3322203463348644,-1.0379784553498654,0.9371897739911509,0.2831480316375764,1.0025943774868218,0,0,5,8,1973,98166,0,0
549000.0,-0.3322203463348644,-1.0379784553498654,-0.3717768747432765,-2.578935284140191,2.8661018849079665,0,0,3,8,2014,98115,0,0
425000.0,-0.3322203463348644,0.5893466189865266,-0.17217794870726272,-0.21713392007148438,-0.8609131299343229,0,0,3,7,1979,98122,0,1
317625.0,-0.3322203463348644,0.5893466189865266,1.189857481648077,-0.8308386745367159,0.07084062377624943,0,0,5,7,1925,98144,0,1
975000.0,0.9035652359189228,0.5893466189865266,1.1414031172869168,0.6075185490037446,1.0025943774868218,0,0,3,10,1989,98004,0,0
287000.0,0.9035652359189228,0.5893466189865266,0.6249343236288198,-0.561973467681046,1.0025943774868218,0,0,3,7,2005,98001,0,0
204000.0,-0.3322203463348644,-1.0379784553498654,-1.5203487815996064,0.7268891384478887,-0.8609131299343229,0,0,4,7,1968,98042,0,0
325000.0,-0.3322203463348644,0.5893466189865266,-0.9055751828012798,-0.3074249200496535,-0.8609131299343229,0,0,4,7,1972,98034,0,0
571000.0,0.9035652359189228,0.5893466189865266,1.1705815201083287,0.13842786851686018,0.07084062377624943,0,0,5,7,1916,98125,0,1
360000.0,0.9035652359189228,0.5893466189865266,0.7862001251836508,-0.46337816237559526,1.0025943774868218,0,0,3,8,2005,98038,0,0
349000.0,-0.3322203463348644,-1.0379784553498654,0.028386135008644973,2.660717036572448,-0.8609131299343229,0,0,5,7,1965,98042,0,1
380000.0,0.9035652359189228,-1.0379784553498654,-0.016573882640010505,0.04773963967078705,-0.8609131299343229,0,0,3,7,1956,98008,0,1
480000.0,-0.3322203463348644,-1.0379784553498654,-1.4160188978872197,-0.44726738564605306,-0.8609131299343229,0,0,3,7,1941,98116,0,0
